timestamp,sector,geo_area,total_units,total_people_on_shift,active_incidents,utilization_ratio,overload_flag
2025-11-19T01:59:47.110347+00:00,Ambulance,AREA_040,57,941,46,0.945,1
2025-11-28T22:08:47.110347+00:00,Ambulance,AREA_056,152,450,72,1.0,1
2025-12-08T13:44:47.110347+00:00,Police,AREA_054,89,431,87,1.0,1
2025-11-23T14:03:47.110347+00:00,Police,AREA_049,22,631,7,0.395,0
2025-12-03T03:31:47.110347+00:00,General Investigation,AREA_018,10,275,84,1.0,1
2025-11-21T08:40:47.110347+00:00,Narcotics Control,AREA_023,85,225,88,1.0,1
2025-11-24T18:15:47.110347+00:00,Civil Defense,AREA_007,13,535,44,1.0,1
2025-12-10T11:39:47.110347+00:00,National Guard,AREA_010,81,553,96,1.0,1
2025-12-02T00:39:47.110347+00:00,Police,AREA_007,126,276,55,1.0,1
2025-12-11T20:56:47.110347+00:00,Ambulance,AREA_058,19,500,66,1.0,1
2025-12-02T09:48:47.110347+00:00,Ambulance,AREA_050,57,737,112,1.0,1
2025-11-19T22:01:47.110347+00:00,Narcotics Control,AREA_054,47,306,95,1.0,1
2025-11-24T18:05:47.110347+00:00,Narcotics Control,AREA_031,83,730,93,1.0,1
2025-11-16T02:42:47.110347+00:00,Ambulance,AREA_026,81,229,86,1.0,1
2025-11-18T20:51:47.110347+00:00,General Investigation,AREA_038,18,744,49,0.795,0
2025-12-04T16:28:47.110347+00:00,Ambulance,AREA_044,179,677,98,1.0,1
2025-12-11T10:52:47.110347+00:00,Ambulance,AREA_054,86,426,87,1.0,1
2025-11-29T06:58:47.110347+00:00,General Investigation,AREA_051,170,1085,31,0.658,0
2025-11-25T22:00:47.110347+00:00,Police,AREA_052,76,992,70,0.709,0
2025-11-16T07:22:47.110347+00:00,Police,AREA_038,34,443,73,1.0,1
2025-11-24T22:14:47.110347+00:00,General Investigation,AREA_059,13,1187,101,1.0,1
2025-11-30T03:12:47.110347+00:00,General Investigation,AREA_021,79,893,84,1.0,1
2025-11-29T15:21:47.110347+00:00,Civil Defense,AREA_034,102,194,67,1.0,1
2025-12-12T06:09:47.110347+00:00,Police,AREA_033,27,752,32,0.681,0
2025-11-19T15:25:47.110347+00:00,Police,AREA_023,115,442,46,1.0,1
2025-11-27T00:04:47.110347+00:00,National Guard,AREA_056,57,218,89,1.0,1
2025-11-27T01:44:47.110347+00:00,Civil Defense,AREA_039,30,1037,90,1.0,1
2025-11-17T04:06:47.110347+00:00,Police,AREA_026,145,1192,77,0.847,0
2025-11-29T08:37:47.110347+00:00,Narcotics Control,AREA_019,117,594,24,0.463,0
2025-12-07T04:21:47.110347+00:00,Narcotics Control,AREA_050,80,380,93,1.0,1
2025-11-23T17:02:47.110347+00:00,General Investigation,AREA_005,90,1104,111,1.0,1
2025-11-23T12:36:47.110347+00:00,National Guard,AREA_012,71,1090,17,0.469,0
2025-12-11T10:19:47.110347+00:00,National Guard,AREA_015,78,966,105,1.0,1
2025-11-19T03:54:47.110347+00:00,Ambulance,AREA_021,91,971,10,0.0,0
2025-12-02T06:38:47.110347+00:00,National Guard,AREA_030,89,477,34,1.0,1
2025-11-29T02:32:47.110347+00:00,Police,AREA_049,61,321,10,0.631,0
2025-12-11T02:43:47.110347+00:00,General Investigation,AREA_057,52,222,52,1.0,1
2025-11-30T04:14:47.110347+00:00,Narcotics Control,AREA_033,88,82,85,1.0,1
2025-12-13T06:01:47.110347+00:00,Police,AREA_012,56,596,82,1.0,1
2025-12-06T05:42:47.110347+00:00,National Guard,AREA_044,107,561,111,1.0,1
2025-12-04T10:16:47.110347+00:00,Ambulance,AREA_049,86,500,62,1.0,1
2025-11-27T12:40:47.110347+00:00,Civil Defense,AREA_034,117,222,48,1.0,1
2025-11-30T00:59:47.110347+00:00,Ambulance,AREA_001,174,133,9,0.701,0
2025-11-17T23:39:47.110347+00:00,General Investigation,AREA_024,105,603,49,1.0,1
2025-12-08T00:45:47.110347+00:00,Police,AREA_022,169,708,23,0.548,0
2025-12-12T08:35:47.110347+00:00,Narcotics Control,AREA_016,127,736,15,0.423,0
2025-12-07T22:26:47.110347+00:00,Civil Defense,AREA_009,81,351,6,0.496,0
2025-11-20T22:22:47.110347+00:00,Narcotics Control,AREA_052,154,547,102,1.0,1
2025-12-04T13:09:47.110347+00:00,General Investigation,AREA_016,104,64,102,1.0,1
2025-11-28T19:28:47.110347+00:00,Civil Defense,AREA_015,120,1108,92,1.0,1
2025-12-07T17:05:47.110347+00:00,Civil Defense,AREA_001,10,787,22,0.397,0
2025-12-07T15:41:47.110347+00:00,National Guard,AREA_040,127,821,9,0.404,0
2025-11-20T16:13:47.110347+00:00,Police,AREA_054,135,318,85,1.0,1
2025-11-20T23:43:47.110347+00:00,Police,AREA_038,148,93,82,1.0,1
2025-12-12T09:35:47.110347+00:00,National Guard,AREA_020,116,624,56,1.0,1
2025-12-04T15:38:47.110347+00:00,Police,AREA_058,111,432,111,1.0,1
2025-12-05T04:39:47.110347+00:00,Police,AREA_036,29,627,64,0.962,1
2025-11-29T14:21:47.110347+00:00,Narcotics Control,AREA_048,32,981,32,0.627,0
2025-11-25T14:51:47.110347+00:00,Civil Defense,AREA_033,140,971,15,0.455,0
2025-12-08T01:23:47.110347+00:00,General Investigation,AREA_049,23,448,78,1.0,1
2025-11-30T11:33:47.110347+00:00,National Guard,AREA_019,117,1147,36,0.705,0
2025-11-18T06:40:47.110347+00:00,Police,AREA_055,16,744,55,1.0,1
2025-12-11T08:06:47.110347+00:00,Civil Defense,AREA_023,36,572,6,0.223,0
2025-11-25T03:58:47.110347+00:00,National Guard,AREA_017,123,550,71,1.0,1
2025-12-07T18:40:47.110347+00:00,Police,AREA_026,83,662,17,0.497,0
2025-11-29T00:47:47.110347+00:00,Civil Defense,AREA_034,19,180,99,1.0,1
2025-11-27T13:21:47.110347+00:00,Narcotics Control,AREA_048,83,190,16,1.0,1
2025-11-21T08:40:47.110347+00:00,Police,AREA_018,22,404,16,0.389,0
2025-12-06T08:24:47.110347+00:00,General Investigation,AREA_044,42,852,58,0.921,1
2025-12-04T04:00:47.110347+00:00,General Investigation,AREA_048,174,1025,20,0.468,0
2025-12-05T02:28:47.110347+00:00,General Investigation,AREA_009,117,1154,69,0.812,0
2025-12-11T12:14:47.110347+00:00,Narcotics Control,AREA_052,36,923,79,1.0,1
2025-11-18T23:45:47.110347+00:00,Civil Defense,AREA_021,12,591,21,0.412,0
2025-11-16T19:22:47.110347+00:00,Narcotics Control,AREA_033,50,214,114,1.0,1
2025-11-17T22:29:47.110347+00:00,General Investigation,AREA_047,53,141,78,1.0,1
2025-12-10T20:13:47.110347+00:00,National Guard,AREA_056,26,632,74,1.0,1
2025-12-10T20:23:47.110347+00:00,Police,AREA_057,132,1117,85,1.0,1
2025-11-20T14:43:47.110347+00:00,National Guard,AREA_004,104,488,80,1.0,1
2025-11-21T15:36:47.110347+00:00,Ambulance,AREA_046,138,1034,9,0.353,0
2025-12-02T17:36:47.110347+00:00,General Investigation,AREA_048,176,1103,119,1.0,1
2025-12-02T23:22:47.110347+00:00,Civil Defense,AREA_051,108,266,49,1.0,1
2025-12-11T18:40:47.110347+00:00,Police,AREA_012,38,562,110,1.0,1
2025-11-16T19:02:47.110347+00:00,Police,AREA_000,117,205,103,1.0,1
2025-12-10T18:33:47.110347+00:00,Civil Defense,AREA_020,171,612,30,0.625,0
2025-12-13T08:33:47.110347+00:00,Ambulance,AREA_043,52,1173,30,0.541,0
2025-11-23T22:39:47.110347+00:00,Police,AREA_049,47,768,21,0.456,0
2025-11-22T23:08:47.110347+00:00,Narcotics Control,AREA_046,54,688,57,0.869,1
2025-12-03T12:15:47.110347+00:00,General Investigation,AREA_055,159,674,62,1.0,1
2025-11-25T13:57:47.110347+00:00,Police,AREA_048,10,648,105,1.0,1
2025-12-04T02:44:47.110347+00:00,Ambulance,AREA_024,61,581,96,1.0,1
2025-12-09T00:56:47.110347+00:00,National Guard,AREA_007,72,1098,86,0.945,1
2025-11-16T07:09:47.110347+00:00,National Guard,AREA_053,23,809,5,0.177,0
2025-12-09T06:31:47.110347+00:00,National Guard,AREA_041,38,567,73,1.0,1
2025-11-24T21:12:47.110347+00:00,Police,AREA_029,14,717,51,1.0,1
2025-12-02T07:17:47.110347+00:00,Police,AREA_039,54,1155,5,0.145,0
2025-12-08T05:50:47.110347+00:00,National Guard,AREA_049,128,300,34,1.0,1
2025-11-28T03:56:47.110347+00:00,General Investigation,AREA_035,139,871,4,0.336,0
2025-12-02T02:35:47.110347+00:00,Police,AREA_016,49,298,96,1.0,1
2025-11-18T01:49:47.110347+00:00,General Investigation,AREA_010,66,755,9,0.255,0
2025-11-20T11:39:47.110347+00:00,Narcotics Control,AREA_031,145,626,45,1.0,1
2025-12-05T23:15:47.110347+00:00,Police,AREA_010,137,205,54,1.0,1
2025-11-24T06:27:47.110347+00:00,Narcotics Control,AREA_040,144,85,18,1.0,1
2025-11-22T01:49:47.110347+00:00,Police,AREA_007,144,837,78,1.0,1
2025-12-01T21:58:47.110347+00:00,National Guard,AREA_046,44,308,83,1.0,1
2025-11-29T13:12:47.110347+00:00,Ambulance,AREA_012,50,1139,114,1.0,1
2025-12-02T07:23:47.110347+00:00,Civil Defense,AREA_018,63,825,60,0.971,1
2025-11-28T07:59:47.110347+00:00,Ambulance,AREA_035,116,42,9,1.0,1
2025-11-30T00:20:47.110347+00:00,Narcotics Control,AREA_052,24,162,27,1.0,1
2025-12-03T10:42:47.110347+00:00,Ambulance,AREA_017,12,467,108,1.0,1
2025-11-26T02:50:47.110347+00:00,Civil Defense,AREA_016,95,132,94,1.0,1
2025-11-18T18:52:47.110347+00:00,National Guard,AREA_035,62,269,30,1.0,1
2025-12-07T23:05:47.110347+00:00,Civil Defense,AREA_023,129,875,92,1.0,1
2025-11-23T13:50:47.110347+00:00,Civil Defense,AREA_006,132,322,88,1.0,1
2025-11-13T11:22:47.110347+00:00,National Guard,AREA_015,129,285,90,1.0,1
2025-11-14T17:32:47.110347+00:00,Narcotics Control,AREA_020,137,570,16,0.381,0
2025-11-28T17:40:47.110347+00:00,National Guard,AREA_051,126,518,27,0.844,0
2025-11-22T07:32:47.110347+00:00,Police,AREA_048,112,629,31,0.48,0
2025-11-23T18:13:47.110347+00:00,National Guard,AREA_009,60,505,73,1.0,1
2025-12-03T19:54:47.110347+00:00,National Guard,AREA_015,114,1078,16,0.005,0
2025-11-29T16:45:47.110347+00:00,Civil Defense,AREA_056,25,195,73,1.0,1
2025-12-08T07:53:47.110347+00:00,Ambulance,AREA_035,100,136,21,1.0,1
2025-11-30T20:09:47.110347+00:00,Police,AREA_026,71,735,46,0.767,0
2025-11-30T19:40:47.110347+00:00,National Guard,AREA_051,78,111,1,0.101,0
2025-12-13T08:23:47.110347+00:00,Police,AREA_031,145,1089,96,1.0,1
2025-11-22T14:40:47.110347+00:00,National Guard,AREA_031,160,918,79,1.0,1
2025-11-17T05:28:47.110347+00:00,General Investigation,AREA_014,177,213,112,1.0,1
2025-12-01T12:13:47.110347+00:00,National Guard,AREA_035,33,539,54,1.0,1
2025-11-28T14:44:47.110347+00:00,Civil Defense,AREA_018,31,854,73,0.885,1
2025-12-01T22:32:47.110347+00:00,Civil Defense,AREA_002,23,454,87,1.0,1
2025-11-29T03:06:47.110347+00:00,Ambulance,AREA_007,142,598,25,0.901,1
2025-11-14T23:38:47.110347+00:00,National Guard,AREA_010,141,766,74,1.0,1
2025-11-15T08:35:47.110347+00:00,Narcotics Control,AREA_051,29,1136,101,1.0,1
2025-11-30T05:23:47.110347+00:00,National Guard,AREA_015,113,799,68,0.611,0
2025-11-29T19:27:47.110347+00:00,Civil Defense,AREA_000,159,502,6,0.357,0
2025-12-08T12:45:47.110347+00:00,General Investigation,AREA_045,41,376,107,1.0,1
2025-11-27T02:19:47.110347+00:00,Narcotics Control,AREA_059,49,1120,26,0.394,0
2025-11-21T01:33:47.110347+00:00,Police,AREA_050,50,368,95,1.0,1
2025-12-13T01:03:47.110347+00:00,Narcotics Control,AREA_002,129,834,117,1.0,1
2025-11-27T07:25:47.110347+00:00,General Investigation,AREA_042,132,336,23,0.806,0
2025-12-01T19:07:47.110347+00:00,General Investigation,AREA_032,36,521,30,0.601,0
2025-11-21T15:49:47.110347+00:00,Narcotics Control,AREA_025,116,878,37,0.379,0
2025-12-08T03:26:47.110347+00:00,Narcotics Control,AREA_006,66,846,94,1.0,1
2025-11-23T04:18:47.110347+00:00,Narcotics Control,AREA_019,152,140,87,1.0,1
2025-11-15T12:11:47.110347+00:00,National Guard,AREA_038,125,808,50,1.0,1
2025-12-07T01:50:47.110347+00:00,Police,AREA_033,53,1102,111,1.0,1
2025-11-24T21:37:47.110347+00:00,Narcotics Control,AREA_012,142,959,107,1.0,1
2025-11-28T20:23:47.110347+00:00,Narcotics Control,AREA_015,74,1020,60,0.991,1
2025-11-25T04:46:47.110347+00:00,Police,AREA_029,77,628,16,0.694,0
2025-11-24T06:48:47.110347+00:00,General Investigation,AREA_005,85,753,7,0.367,0
2025-11-19T19:37:47.110347+00:00,Civil Defense,AREA_022,126,933,86,1.0,1
2025-12-12T20:00:47.110347+00:00,Civil Defense,AREA_016,171,871,60,0.876,1
2025-11-15T03:37:47.110347+00:00,Civil Defense,AREA_035,32,1122,116,1.0,1
2025-12-04T09:30:47.110347+00:00,Police,AREA_047,76,1144,63,0.681,0
2025-12-02T15:02:47.110347+00:00,Ambulance,AREA_057,18,1193,111,1.0,1
2025-11-16T02:55:47.110347+00:00,Narcotics Control,AREA_048,179,87,109,1.0,1
2025-11-15T17:09:47.110347+00:00,Civil Defense,AREA_036,163,567,26,0.457,0
2025-12-05T20:02:47.110347+00:00,Narcotics Control,AREA_000,113,950,96,1.0,1
2025-11-27T16:45:47.110347+00:00,General Investigation,AREA_004,72,718,71,1.0,1
2025-11-25T00:13:47.110347+00:00,Police,AREA_011,108,510,115,1.0,1
2025-11-22T13:48:47.110347+00:00,Narcotics Control,AREA_032,105,697,77,1.0,1
2025-11-26T09:34:47.110347+00:00,Civil Defense,AREA_011,103,369,17,0.594,0
2025-11-30T06:05:47.110347+00:00,Ambulance,AREA_038,153,201,107,1.0,1
2025-11-29T10:17:47.110347+00:00,Police,AREA_007,172,1017,27,0.685,0
2025-12-06T02:36:47.110347+00:00,National Guard,AREA_007,172,100,57,1.0,1
2025-12-02T11:12:47.110347+00:00,Ambulance,AREA_035,10,282,95,1.0,1
2025-11-26T06:14:47.110347+00:00,Narcotics Control,AREA_007,115,432,84,1.0,1
2025-12-07T02:06:47.110347+00:00,Ambulance,AREA_056,86,225,52,1.0,1
2025-11-25T05:35:47.110347+00:00,Police,AREA_026,14,110,49,1.0,1
2025-11-24T22:35:47.110347+00:00,General Investigation,AREA_010,150,43,8,1.0,1
2025-11-26T13:03:47.110347+00:00,National Guard,AREA_000,98,822,52,0.843,0
2025-11-22T16:55:47.110347+00:00,Police,AREA_019,123,238,68,1.0,1
2025-12-04T04:13:47.110347+00:00,Police,AREA_048,40,201,70,1.0,1
2025-11-21T14:35:47.110347+00:00,Police,AREA_049,55,130,8,1.0,1
2025-12-05T12:48:47.110347+00:00,Narcotics Control,AREA_035,28,983,88,1.0,1
2025-11-29T08:16:47.110347+00:00,Ambulance,AREA_016,16,208,64,1.0,1
2025-11-22T16:28:47.110347+00:00,National Guard,AREA_026,145,833,30,0.407,0
2025-11-23T05:08:47.110347+00:00,Police,AREA_014,13,195,90,1.0,1
2025-12-01T15:18:47.110347+00:00,Civil Defense,AREA_007,142,855,76,1.0,1
2025-12-08T04:20:47.110347+00:00,Police,AREA_050,135,233,35,1.0,1
2025-12-09T05:12:47.110347+00:00,Civil Defense,AREA_045,129,1153,10,0.339,0
2025-11-25T11:40:47.110347+00:00,General Investigation,AREA_056,179,1105,8,0.13,0
2025-12-09T08:46:47.110347+00:00,Ambulance,AREA_054,27,198,57,1.0,1
2025-11-15T13:49:47.110347+00:00,Police,AREA_010,67,296,95,1.0,1
2025-11-30T16:25:47.110347+00:00,Narcotics Control,AREA_046,12,999,38,0.486,0
2025-12-08T06:14:47.110347+00:00,General Investigation,AREA_003,142,1138,23,0.282,0
2025-12-11T03:32:47.110347+00:00,General Investigation,AREA_032,35,1199,39,0.37,0
2025-12-06T12:04:47.110347+00:00,Narcotics Control,AREA_046,147,724,63,0.994,1
2025-11-26T05:30:47.110347+00:00,National Guard,AREA_050,125,116,102,1.0,1
2025-12-09T13:15:47.110347+00:00,General Investigation,AREA_040,66,725,28,0.336,0
2025-12-11T11:34:47.110347+00:00,General Investigation,AREA_042,32,819,39,0.464,0
2025-11-20T02:33:47.110347+00:00,Police,AREA_034,41,536,97,1.0,1
2025-11-18T06:08:47.110347+00:00,National Guard,AREA_050,103,860,73,1.0,1
2025-12-05T16:46:47.110347+00:00,National Guard,AREA_011,117,462,78,1.0,1
2025-11-24T02:46:47.110347+00:00,National Guard,AREA_010,12,531,34,1.0,1
2025-12-03T09:07:47.110347+00:00,Police,AREA_033,14,846,64,0.887,1
2025-11-18T18:46:47.110347+00:00,Narcotics Control,AREA_010,93,1089,71,0.521,0
2025-11-17T09:21:47.110347+00:00,National Guard,AREA_056,84,249,10,0.344,0
2025-12-01T09:53:47.110347+00:00,General Investigation,AREA_025,62,971,67,0.941,1
2025-11-26T21:55:47.110347+00:00,Police,AREA_020,70,889,0,0.017,0
2025-12-12T23:31:47.110347+00:00,Narcotics Control,AREA_025,126,983,99,1.0,1
2025-11-28T19:14:47.110347+00:00,Narcotics Control,AREA_018,60,217,116,1.0,1
2025-12-10T05:28:47.110347+00:00,Police,AREA_036,141,52,34,1.0,1
2025-12-12T18:05:47.110347+00:00,Narcotics Control,AREA_027,97,775,103,1.0,1
2025-11-23T09:52:47.110347+00:00,General Investigation,AREA_058,66,601,117,1.0,1
2025-11-20T11:06:47.110347+00:00,Civil Defense,AREA_018,89,585,14,0.436,0
2025-12-11T06:27:47.110347+00:00,Police,AREA_041,164,1008,92,1.0,1
2025-12-12T02:06:47.110347+00:00,Narcotics Control,AREA_011,65,750,55,1.0,1
2025-12-10T04:06:47.110347+00:00,General Investigation,AREA_025,101,895,62,0.741,0
2025-12-11T16:54:47.110347+00:00,National Guard,AREA_019,108,586,32,0.789,0
2025-11-17T12:52:47.110347+00:00,Police,AREA_049,140,143,26,1.0,1
2025-12-04T11:25:47.110347+00:00,Narcotics Control,AREA_047,155,723,3,0.333,0
2025-12-06T03:28:47.110347+00:00,General Investigation,AREA_059,56,758,78,0.981,1
2025-11-26T13:09:47.110347+00:00,Police,AREA_054,73,276,85,1.0,1
2025-11-24T05:58:47.110347+00:00,Civil Defense,AREA_013,49,347,77,1.0,1
2025-12-09T08:10:47.110347+00:00,National Guard,AREA_017,51,1035,75,1.0,1
2025-11-20T00:27:47.110347+00:00,Ambulance,AREA_020,172,715,1,0.0,0
2025-11-14T08:24:47.110347+00:00,General Investigation,AREA_052,109,926,112,1.0,1
2025-12-01T15:09:47.110347+00:00,Ambulance,AREA_021,47,938,50,0.793,0
2025-11-17T03:14:47.110347+00:00,Civil Defense,AREA_033,73,946,80,0.884,1
2025-11-30T21:18:47.110347+00:00,National Guard,AREA_015,16,284,6,0.368,0
2025-11-22T11:49:47.110347+00:00,National Guard,AREA_029,53,1059,84,1.0,1
2025-11-24T00:57:47.110347+00:00,Narcotics Control,AREA_012,31,1161,102,1.0,1
2025-11-24T04:25:47.110347+00:00,General Investigation,AREA_050,111,857,36,0.468,0
2025-11-17T09:38:47.110347+00:00,Civil Defense,AREA_021,96,1155,46,0.84,0
2025-11-13T11:14:47.110347+00:00,Civil Defense,AREA_011,47,186,23,1.0,1
2025-11-21T20:50:47.110347+00:00,Narcotics Control,AREA_008,151,1165,111,0.888,1
2025-12-03T20:34:47.110347+00:00,Ambulance,AREA_004,77,777,103,1.0,1
2025-11-30T13:50:47.110347+00:00,General Investigation,AREA_048,107,973,21,0.59,0
2025-11-14T22:06:47.110347+00:00,General Investigation,AREA_047,103,1107,109,1.0,1
2025-12-09T11:24:47.110347+00:00,National Guard,AREA_013,30,712,34,0.791,0
2025-12-02T15:37:47.110347+00:00,Police,AREA_006,141,652,107,1.0,1
2025-11-30T07:10:47.110347+00:00,Police,AREA_056,26,865,95,1.0,1
2025-11-13T11:20:47.110347+00:00,General Investigation,AREA_011,44,280,65,1.0,1
2025-11-16T18:38:47.110347+00:00,Narcotics Control,AREA_041,75,545,25,0.485,0
2025-11-21T04:50:47.110347+00:00,Civil Defense,AREA_050,91,826,66,1.0,1
2025-11-22T20:00:47.110347+00:00,Civil Defense,AREA_048,143,1065,46,0.663,0
2025-11-14T12:45:47.110347+00:00,Police,AREA_032,73,607,66,1.0,1
2025-12-06T07:32:47.110347+00:00,Civil Defense,AREA_054,36,895,17,0.206,0
2025-11-19T05:24:47.110347+00:00,Civil Defense,AREA_014,121,111,93,1.0,1
2025-11-18T09:12:47.110347+00:00,Ambulance,AREA_028,153,716,62,0.868,1
2025-12-05T23:34:47.110347+00:00,Narcotics Control,AREA_001,102,221,1,0.243,0
2025-11-14T07:53:47.110347+00:00,Police,AREA_047,58,329,9,0.544,0
2025-11-30T10:27:47.110347+00:00,Police,AREA_018,110,617,43,0.953,1
2025-11-14T21:32:47.110347+00:00,General Investigation,AREA_057,120,42,89,1.0,1
2025-12-04T19:02:47.110347+00:00,Civil Defense,AREA_008,34,187,54,1.0,1
2025-11-30T03:47:47.110347+00:00,General Investigation,AREA_032,22,165,106,1.0,1
2025-11-17T05:34:47.110347+00:00,Narcotics Control,AREA_031,10,230,87,1.0,1
2025-12-09T06:51:47.110347+00:00,Narcotics Control,AREA_001,11,380,66,1.0,1
2025-12-10T04:23:47.110347+00:00,Police,AREA_019,23,945,103,1.0,1
2025-11-19T03:15:47.110347+00:00,Police,AREA_054,21,468,81,1.0,1
2025-12-03T21:42:47.110347+00:00,General Investigation,AREA_054,18,446,2,0.195,0
2025-11-29T04:35:47.110347+00:00,National Guard,AREA_045,166,735,25,0.569,0
2025-12-03T08:11:47.110347+00:00,National Guard,AREA_031,58,262,35,1.0,1
2025-11-27T10:09:47.110347+00:00,Police,AREA_023,13,1087,16,0.191,0
2025-12-03T01:46:47.110347+00:00,National Guard,AREA_016,46,285,119,1.0,1
2025-11-23T10:56:47.110347+00:00,General Investigation,AREA_012,134,1080,64,0.798,0
2025-12-11T14:26:47.110347+00:00,National Guard,AREA_013,18,613,27,0.779,0
2025-12-09T10:34:47.110347+00:00,General Investigation,AREA_054,36,669,75,1.0,1
2025-11-18T06:44:47.110347+00:00,Ambulance,AREA_009,171,1137,18,0.21,0
2025-11-19T21:02:47.110347+00:00,National Guard,AREA_049,54,296,42,1.0,1
2025-12-09T14:13:47.110347+00:00,National Guard,AREA_026,84,282,2,0.01,0
2025-12-07T00:19:47.110347+00:00,Civil Defense,AREA_012,143,293,100,1.0,1
2025-11-19T08:00:47.110347+00:00,General Investigation,AREA_051,113,491,76,1.0,1
2025-12-11T06:43:47.110347+00:00,Civil Defense,AREA_036,121,925,56,0.811,0
2025-12-13T06:31:47.110347+00:00,Police,AREA_008,162,381,44,1.0,1
2025-11-26T07:20:47.110347+00:00,Civil Defense,AREA_022,70,684,18,0.462,0
2025-11-29T07:25:47.110347+00:00,Civil Defense,AREA_000,134,367,72,1.0,1
2025-12-02T19:20:47.110347+00:00,Narcotics Control,AREA_054,117,1160,14,0.078,0
2025-11-16T06:26:47.110347+00:00,Police,AREA_026,178,712,15,0.567,0
2025-11-20T19:36:47.110347+00:00,National Guard,AREA_044,150,306,43,1.0,1
2025-12-12T09:08:47.110347+00:00,Civil Defense,AREA_034,79,1109,86,1.0,1
2025-11-28T23:03:47.110347+00:00,Narcotics Control,AREA_046,14,340,5,0.365,0
2025-11-30T08:46:47.110347+00:00,Police,AREA_053,176,343,89,1.0,1
2025-11-20T21:26:47.110347+00:00,Ambulance,AREA_012,103,1175,20,0.0,0
2025-11-24T05:16:47.110347+00:00,Civil Defense,AREA_028,154,63,29,1.0,1
2025-12-06T18:35:47.110347+00:00,Narcotics Control,AREA_023,80,430,118,1.0,1
2025-11-30T02:05:47.110347+00:00,National Guard,AREA_003,149,769,15,0.414,0
2025-11-21T16:47:47.110347+00:00,Police,AREA_022,175,321,99,1.0,1
2025-11-22T00:51:47.110347+00:00,Police,AREA_001,168,796,88,1.0,1
2025-11-17T00:23:47.110347+00:00,Ambulance,AREA_023,99,1131,58,0.757,0
2025-12-09T20:31:47.110347+00:00,General Investigation,AREA_049,25,60,15,1.0,1
2025-11-15T10:53:47.110347+00:00,Narcotics Control,AREA_058,72,414,107,1.0,1
2025-12-10T19:18:47.110347+00:00,Ambulance,AREA_007,144,590,8,0.202,0
2025-11-19T18:44:47.110347+00:00,National Guard,AREA_047,117,755,24,0.516,0
2025-11-23T18:06:47.110347+00:00,Narcotics Control,AREA_027,91,1174,98,1.0,1
2025-11-18T07:00:47.110347+00:00,Civil Defense,AREA_033,22,891,15,0.244,0
2025-12-06T02:58:47.110347+00:00,General Investigation,AREA_046,100,687,30,0.804,0
2025-12-12T02:24:47.110347+00:00,Civil Defense,AREA_024,17,215,20,1.0,1
2025-11-19T13:47:47.110347+00:00,National Guard,AREA_024,140,1162,118,1.0,1
2025-12-05T07:30:47.110347+00:00,Narcotics Control,AREA_039,116,1076,65,0.692,0
2025-12-09T18:39:47.110347+00:00,Ambulance,AREA_054,108,1077,108,1.0,1
2025-11-20T11:57:47.110347+00:00,Police,AREA_059,138,639,48,0.731,0
2025-11-29T04:01:47.110347+00:00,National Guard,AREA_005,112,44,8,1.0,1
2025-11-19T16:56:47.110347+00:00,Ambulance,AREA_037,31,300,78,1.0,1
2025-12-01T17:13:47.110347+00:00,Narcotics Control,AREA_056,18,241,113,1.0,1
