unit_id,skill_name,proficiency_level,years_experience,incidents_handled_count,success_rate
U036859,investigation,3,8.49,7,0.711
U036185,rescue,3,7.23,371,0.626
U015578,investigation,1,5.53,179,0.625
U040172,tactical,5,3.62,29,0.686
U001537,tactical,1,10.05,370,0.473
U023079,investigation,3,4.76,67,1.0
U007308,medical_emergency,4,9.49,306,0.819
U024144,hostage,5,0.78,228,0.713
U025776,weapons,5,4.68,260,0.771
U044074,medical_emergency,1,1.86,63,0.566
U018009,investigation,3,8.78,178,0.595
U025620,rescue,2,4.4,295,0.984
U049032,investigation,4,6.83,370,0.855
U000792,fire_response,2,1.87,18,0.84
U044429,tactical,3,8.71,312,0.831
U027527,fire_response,5,3.54,380,0.714
U040308,fire_response,2,11.57,217,0.647
U041120,fire_response,5,10.75,286,0.849
U038097,drug_raid,2,12.0,65,0.801
U002807,weapons,3,8.82,56,0.807
U045227,rescue,2,0.95,245,0.832
U038362,tactical,1,5.04,171,0.809
U010700,tactical,4,13.1,59,0.553
U015144,traffic_control,3,8.45,41,1.0
U048515,medical_emergency,4,2.33,108,0.6
U012806,fire_response,5,9.72,286,0.524
U015804,crowd_control,5,4.65,248,0.767
U014831,triage,5,2.09,68,0.805
U013077,investigation,2,6.25,261,0.686
U007530,crowd_control,4,13.38,261,0.563
U020359,medical_emergency,3,8.42,260,0.416
U018981,hostage,1,7.0,141,0.722
U010386,investigation,4,6.43,299,0.57
U007071,investigation,4,8.32,220,0.888
U047601,crowd_control,3,6.63,82,0.612
U039648,medical_emergency,5,12.58,214,0.744
U017652,weapons,3,0.08,170,0.936
U001457,triage,5,6.19,293,0.72
U024991,crowd_control,4,9.45,314,0.508
U029513,negotiation,2,4.42,324,0.718
U026142,traffic_control,5,11.39,269,0.63
U014996,negotiation,5,6.41,209,0.869
U011218,negotiation,4,8.29,17,0.686
U036948,negotiation,4,7.93,232,0.76
U008997,negotiation,5,14.44,55,0.599
U048107,traffic_control,1,8.03,252,0.949
U043119,negotiation,2,8.25,143,0.75
U016630,weapons,5,3.91,361,0.897
U026739,hostage,2,7.65,42,0.593
U037968,hostage,2,14.15,20,0.825
U046167,triage,1,9.92,20,0.437
U014158,rescue,2,10.66,171,0.756
U031815,negotiation,1,12.39,251,0.667
U041087,investigation,3,14.25,10,0.96
U010223,crowd_control,5,3.01,347,0.419
U023309,hostage,4,12.38,210,0.738
U012211,tactical,3,12.32,380,0.437
U046484,triage,5,12.19,49,0.629
U000354,hostage,3,0.74,18,0.819
U024722,triage,4,7.66,95,0.951
U027711,fire_response,3,9.85,191,0.808
U012086,tactical,4,13.54,327,0.732
U000609,triage,2,3.49,370,0.452
U037898,negotiation,1,0.74,288,0.759
U001881,weapons,1,14.1,54,0.868
U031795,hostage,3,2.89,386,0.91
U043589,tactical,2,2.81,322,0.595
U022950,traffic_control,4,1.02,230,0.83
U043438,traffic_control,5,0.61,38,0.838
U011830,drug_raid,3,0.37,160,0.755
U021555,fire_response,3,14.36,73,0.665
U024918,negotiation,4,7.74,104,0.612
U031954,investigation,3,11.01,289,0.708
U013556,weapons,4,6.37,293,0.75
U019340,fire_response,1,0.81,331,0.404
U009024,hostage,5,13.61,326,0.901
U000964,medical_emergency,1,13.57,250,0.868
U045049,negotiation,3,1.9,143,0.62
U028888,rescue,5,3.13,360,0.57
U047681,negotiation,3,1.25,59,0.762
U023528,negotiation,1,2.18,351,0.76
U030442,rescue,5,13.85,206,0.802
U039629,investigation,2,11.71,286,0.741
U014007,medical_emergency,5,5.25,3,0.779
U014639,weapons,1,5.64,398,0.69
U039369,negotiation,3,2.93,340,0.701
U019964,negotiation,4,13.69,394,0.696
U008816,traffic_control,2,14.86,251,0.76
U012349,tactical,1,10.0,269,0.417
U049787,crowd_control,1,6.7,124,0.695
U010993,hostage,1,14.12,242,0.666
U045271,tactical,2,2.17,398,0.704
U011028,investigation,5,6.87,9,0.765
U042049,traffic_control,4,12.31,285,0.669
U031362,investigation,5,9.62,282,0.668
U039331,triage,3,5.06,157,0.498
U024399,medical_emergency,4,14.38,134,0.891
U032986,tactical,1,6.8,364,0.596
U004352,rescue,4,5.96,165,0.79
U023415,medical_emergency,1,14.83,378,0.56
U040879,rescue,5,12.76,256,0.876
U028452,crowd_control,3,4.95,197,0.751
U011396,traffic_control,3,4.81,138,0.761
U046716,tactical,2,2.59,387,1.0
U010558,tactical,5,6.42,372,0.686
U015329,fire_response,3,9.65,245,0.637
U046377,medical_emergency,1,2.01,7,0.854
U029120,fire_response,4,3.97,106,0.872
U020549,investigation,5,1.88,197,0.745
U003306,hostage,4,5.44,80,0.794
U036292,drug_raid,5,3.86,191,0.612
U012695,tactical,5,0.98,274,0.768
U023948,fire_response,2,13.48,119,0.94
U041938,weapons,5,4.76,354,0.788
U022926,hostage,1,3.31,128,0.879
U038764,rescue,4,2.28,301,0.787
U045246,triage,2,14.83,95,0.667
U028591,medical_emergency,5,5.99,379,0.739
U034718,traffic_control,4,7.79,237,0.6
U012905,investigation,1,12.18,339,0.706
U035838,hostage,4,2.2,5,0.672
U045134,investigation,1,4.94,73,0.62
U020750,weapons,4,12.57,144,0.749
U048887,hostage,5,5.04,79,0.541
U002602,weapons,5,8.88,36,0.778
U014091,fire_response,5,6.2,189,0.776
U024913,rescue,2,13.21,52,0.783
U001291,drug_raid,3,11.13,147,0.761
U001236,triage,5,9.53,393,0.785
U005700,triage,4,7.57,180,1.0
U021128,investigation,1,5.04,322,0.722
U017558,fire_response,3,14.72,68,0.991
U043629,crowd_control,2,2.32,112,0.638
U048437,rescue,1,10.84,164,0.763
U008983,triage,4,13.07,146,0.774
U038594,fire_response,3,14.83,144,0.798
U008294,crowd_control,3,8.57,237,0.856
U011164,tactical,1,9.89,333,0.85
U003523,fire_response,4,5.96,93,0.562
U004561,hostage,1,1.05,144,1.0
U003567,hostage,1,0.38,215,0.986
U049727,rescue,4,0.71,328,0.891
U038262,negotiation,5,10.7,208,0.799
U015168,medical_emergency,1,10.49,382,0.818
U013003,rescue,4,14.36,22,0.542
U010171,fire_response,5,0.98,279,0.884
U048701,rescue,4,2.74,57,0.454
U017884,investigation,4,11.85,290,0.729
U016614,fire_response,3,11.99,287,0.66
U023892,investigation,4,12.91,5,0.681
U028558,drug_raid,2,6.93,220,0.614
U010193,investigation,3,8.4,50,0.98
U005561,hostage,3,2.85,249,0.916
U047306,traffic_control,1,8.33,82,0.61
U005680,medical_emergency,4,4.23,294,0.686
U049060,tactical,4,6.33,346,0.535
U046093,drug_raid,5,1.26,388,0.743
U027454,tactical,4,1.21,170,0.961
U017974,investigation,2,1.53,281,0.659
U010680,fire_response,1,9.37,34,0.684
U045442,investigation,2,1.06,102,0.761
U003852,crowd_control,1,8.23,357,0.873
U020524,rescue,4,3.37,336,0.888
U016014,medical_emergency,2,1.38,167,0.994
U005053,hostage,5,6.58,307,0.877
U011040,traffic_control,1,5.04,328,0.842
U016541,crowd_control,1,6.57,119,0.952
U041876,drug_raid,4,0.17,90,0.828
U049518,negotiation,2,5.33,222,0.598
U028286,triage,1,11.94,374,0.467
U002485,crowd_control,1,4.21,392,0.543
U045281,triage,2,8.23,370,0.661
U010800,crowd_control,4,1.64,324,0.63
U041912,medical_emergency,3,7.9,230,0.646
U048106,crowd_control,3,12.87,307,0.852
U016635,hostage,5,5.36,181,0.651
U028813,tactical,5,4.87,196,0.681
U010586,crowd_control,2,0.09,73,1.0
U047817,fire_response,2,1.76,161,0.838
U028065,hostage,1,11.07,298,0.914
U008868,medical_emergency,3,9.99,318,0.566
U042959,rescue,4,0.46,10,0.299
U041444,medical_emergency,2,12.82,132,0.725
U011824,triage,1,11.56,157,0.863
U019393,investigation,4,0.15,208,0.716
U013535,investigation,1,2.95,364,0.839
U049875,weapons,5,14.35,369,0.833
U026105,rescue,4,4.58,36,0.691
U035663,medical_emergency,5,14.17,125,0.693
U049463,traffic_control,2,0.6,380,0.818
U047853,crowd_control,2,3.32,279,0.521
U027577,rescue,5,2.92,235,0.537
U032309,weapons,2,14.17,87,0.615
U017888,drug_raid,3,11.86,146,0.501
U044263,hostage,5,7.43,128,0.755
U031077,weapons,4,5.54,242,0.866
U013154,rescue,1,4.2,73,0.693
U021660,traffic_control,2,6.61,210,0.78
U046177,fire_response,3,6.59,313,0.65
U033330,rescue,3,9.98,37,0.721
U016045,weapons,4,11.12,379,0.674
U044655,drug_raid,4,10.38,0,0.734
U031980,investigation,5,0.68,288,0.65
U040665,hostage,3,6.24,105,0.706
U004162,drug_raid,5,5.48,146,0.791
U045026,drug_raid,4,8.93,62,0.721
U038676,fire_response,3,7.52,129,0.816
U049621,weapons,1,14.28,166,0.782
U024497,fire_response,3,13.32,38,0.838
U047549,crowd_control,1,10.63,302,0.608
U017993,triage,3,3.63,227,0.67
U024575,hostage,3,14.31,256,0.799
U017976,investigation,1,1.7,221,0.937
U012127,traffic_control,3,3.76,186,0.907
U020386,triage,5,0.63,26,0.716
U023277,investigation,5,8.71,77,0.649
U045360,crowd_control,4,0.73,360,0.659
U005877,traffic_control,1,0.08,309,0.754
U028988,tactical,1,7.67,353,0.806
U030846,negotiation,3,3.23,150,1.0
U027883,medical_emergency,3,10.03,171,0.754
U035185,traffic_control,2,5.09,299,0.73
U044272,investigation,1,4.09,264,0.806
U043801,tactical,3,9.35,220,1.0
U028044,traffic_control,1,8.25,339,0.637
U018009,tactical,1,12.85,94,0.933
U047951,investigation,2,1.76,325,0.672
U020442,crowd_control,3,9.21,352,0.9
U034334,investigation,2,14.95,336,0.756
U047411,negotiation,5,14.89,0,0.683
U029449,hostage,2,9.09,343,0.941
U007574,fire_response,5,4.28,330,0.778
U034886,fire_response,3,14.04,389,0.925
U048182,rescue,3,7.47,395,0.699
U000113,tactical,3,5.59,332,0.657
U032276,fire_response,4,8.78,284,0.704
U006176,fire_response,3,13.66,353,0.715
U033999,tactical,5,12.41,197,0.72
U009661,drug_raid,1,6.44,320,0.948
U038090,weapons,4,1.91,394,0.398
U011886,traffic_control,3,4.87,320,0.676
U036135,hostage,3,6.43,83,1.0
U044189,negotiation,3,8.41,273,0.668
U032923,fire_response,2,7.43,225,0.563
U026539,triage,2,1.24,215,1.0
U009630,triage,5,4.49,87,0.874
U006950,traffic_control,5,0.63,232,0.753
U045741,hostage,2,10.03,84,0.8
U034244,negotiation,3,12.14,298,0.806
U027559,traffic_control,1,6.53,242,0.8
U046632,hostage,4,5.46,62,0.684
U016968,negotiation,4,1.53,65,0.466
U030711,rescue,4,2.71,58,0.79
U013844,weapons,1,14.16,62,0.871
U041774,fire_response,2,6.37,204,0.761
U016121,crowd_control,1,8.69,212,0.261
U037113,medical_emergency,4,13.37,26,0.724
U004792,triage,2,6.07,108,0.989
U043866,rescue,5,14.98,25,0.75
U015108,drug_raid,5,4.9,345,0.672
U023981,hostage,5,3.35,147,0.649
U010476,crowd_control,1,0.92,160,0.646
U000628,negotiation,4,3.25,116,0.906
U049512,crowd_control,2,9.95,106,0.87
U023579,crowd_control,1,7.8,93,0.59
U005017,negotiation,1,5.3,117,0.75
U026449,drug_raid,2,4.33,138,0.805
U040773,rescue,2,6.67,26,0.632
U017271,traffic_control,1,7.94,385,0.722
U045202,medical_emergency,1,11.93,206,0.662
U033705,triage,4,10.08,160,0.806
U006947,medical_emergency,3,9.92,153,0.616
U014292,rescue,5,1.47,87,0.549
U008383,negotiation,5,0.51,307,0.779
U040851,hostage,1,10.58,121,0.806
U002618,hostage,4,4.36,80,0.78
U047759,investigation,2,3.94,360,1.0
U049292,negotiation,1,5.65,155,0.794
U037444,traffic_control,3,1.32,200,0.692
U027965,weapons,2,5.89,135,0.87
U010731,traffic_control,1,0.84,62,1.0
U008858,tactical,2,9.89,137,0.679
U013806,triage,4,0.05,289,0.897
U014066,tactical,1,1.21,343,0.473
U023690,crowd_control,5,7.27,148,0.663
U017516,tactical,3,6.08,233,0.614
U018379,crowd_control,5,10.17,363,0.83
U033949,fire_response,5,12.06,40,0.597
U015273,triage,1,8.51,156,0.698
U036258,negotiation,4,12.41,20,0.569
U017952,triage,2,10.61,60,0.707
U003020,negotiation,3,8.49,296,0.841
U044313,traffic_control,5,14.67,311,0.881
U007214,hostage,4,5.58,242,0.964
U042450,weapons,5,13.66,91,0.852
U018163,medical_emergency,5,10.87,257,0.672
U042801,medical_emergency,2,3.67,122,0.496
U017467,triage,3,5.75,59,0.959
U046881,drug_raid,4,5.02,258,0.875
U025284,triage,5,9.3,123,0.674
U047156,crowd_control,5,9.15,50,0.955
U047225,drug_raid,4,4.47,318,0.59
U028182,investigation,1,8.22,300,0.748
U043415,investigation,3,4.72,67,0.808
U023242,tactical,5,8.84,327,0.7
U014188,medical_emergency,5,4.17,156,0.612
U031092,crowd_control,4,13.2,331,0.696
U045949,negotiation,3,4.15,375,0.677
U046383,weapons,5,2.85,357,0.827
U012646,fire_response,1,10.57,18,0.827
U002039,weapons,1,13.54,383,0.532
U021808,triage,5,10.46,308,0.649
U019376,drug_raid,4,13.75,79,1.0
U003347,hostage,2,2.12,251,0.682
U031548,weapons,3,9.24,193,0.9
U043485,negotiation,2,13.67,151,0.73
U047532,traffic_control,3,13.0,377,1.0
U010725,crowd_control,3,14.27,293,0.822
U015566,drug_raid,1,10.88,79,0.697
U011696,weapons,5,1.0,296,0.978
U008897,tactical,1,2.63,280,0.58
U049424,negotiation,3,0.82,374,0.681
U046594,tactical,3,5.61,386,0.819
U008119,negotiation,5,0.01,7,0.73
U035019,investigation,2,3.03,375,0.643
U034966,tactical,3,14.49,124,0.69
U019853,medical_emergency,2,6.4,267,0.689
U037463,hostage,5,14.05,255,0.781
U027349,triage,4,12.11,28,0.617
U044842,rescue,3,13.81,9,0.786
U018905,hostage,1,4.89,98,0.808
U049709,traffic_control,2,14.11,27,0.736
U049687,medical_emergency,4,3.71,305,0.618
U036548,tactical,2,3.26,66,0.533
U000616,rescue,2,12.17,140,0.735
U046398,medical_emergency,2,14.11,141,0.75
U043092,rescue,3,1.24,270,1.0
U034317,fire_response,2,1.66,369,0.896
U005621,rescue,2,13.3,211,0.896
U039492,fire_response,5,10.89,25,0.53
U041860,traffic_control,2,13.14,262,0.734
U014309,traffic_control,4,14.94,10,0.934
U011746,fire_response,2,14.16,243,0.847
U020006,crowd_control,2,11.27,261,0.667
U045778,tactical,1,14.59,7,0.783
U004452,triage,5,3.37,43,0.576
U005100,tactical,2,10.44,56,0.431
U020002,medical_emergency,4,0.92,311,0.657
U013222,tactical,5,10.45,378,0.611
U004691,negotiation,2,6.84,2,0.743
U019454,crowd_control,2,11.68,241,0.646
U045687,drug_raid,3,11.98,362,0.828
U025983,traffic_control,4,0.4,282,0.716
U038271,tactical,3,1.37,225,0.816
U045747,tactical,5,5.87,289,0.744
U032125,investigation,5,13.19,54,0.862
U044908,weapons,3,14.03,228,0.651
U040596,investigation,1,13.28,137,0.725
U028491,weapons,3,9.67,132,0.633
U044752,investigation,2,4.87,163,0.615
U005770,investigation,1,9.73,363,0.62
U020669,weapons,4,4.4,317,0.692
U032090,weapons,5,4.09,236,0.739
U020160,medical_emergency,3,3.81,307,0.887
U028239,rescue,1,13.13,374,0.868
U013159,hostage,1,0.43,191,0.86
U000971,weapons,2,4.61,290,0.623
U016541,crowd_control,2,8.15,240,0.428
U047142,tactical,5,11.64,286,0.889
U006264,negotiation,4,5.86,72,0.634
U007417,rescue,5,11.35,11,0.617
U036857,triage,2,7.08,38,1.0
U044063,tactical,2,12.27,270,0.684
U049442,hostage,1,13.91,65,0.618
U008079,negotiation,4,0.67,231,0.686
U000379,crowd_control,5,5.51,246,0.896
U035710,investigation,5,7.48,395,0.816
U039876,hostage,4,7.61,54,0.514
U041265,triage,5,2.79,182,0.991
U047212,tactical,4,5.53,246,0.693
U021545,crowd_control,5,10.35,275,0.57
U042617,drug_raid,3,13.56,85,0.7
U041662,medical_emergency,2,14.52,394,0.84
U039067,investigation,3,12.63,206,0.724
U036804,hostage,5,12.61,264,0.67
U010172,weapons,1,3.85,15,0.602
U011038,negotiation,2,8.63,253,0.938
U007534,traffic_control,4,4.9,247,0.807
U040350,rescue,1,6.77,228,0.714
U037448,investigation,1,8.13,251,0.737
U025764,weapons,1,9.6,332,0.917
U007233,tactical,1,11.0,356,0.926
U043853,rescue,2,11.96,113,0.694
U016656,tactical,1,9.41,122,0.794
U042054,rescue,5,1.8,122,0.835
U004384,traffic_control,3,14.36,268,0.857
U042895,traffic_control,5,3.95,222,0.742
U044977,rescue,3,8.64,263,1.0
U008156,tactical,2,6.04,375,0.702
U015600,crowd_control,4,4.05,351,0.922
U048329,medical_emergency,3,10.22,137,0.901
U022291,weapons,4,2.48,238,0.749
U002501,tactical,1,14.11,165,0.792
U001535,rescue,1,12.95,54,0.749
U039562,crowd_control,3,5.7,87,0.673
U019458,negotiation,4,8.47,373,0.872
U040647,drug_raid,4,4.58,101,0.764
U026103,drug_raid,4,11.57,252,0.848
U003868,negotiation,1,0.21,178,0.495
U045347,medical_emergency,2,5.9,394,0.935
U048152,crowd_control,5,1.88,339,0.677
U030561,investigation,1,6.93,280,0.441
U007860,triage,5,2.25,391,0.825
U035781,negotiation,1,12.43,213,0.879
U047200,medical_emergency,5,0.75,387,0.659
U023232,triage,3,5.6,327,0.842
U049441,hostage,3,7.16,111,0.916
U014494,triage,3,9.65,145,0.895
U000367,weapons,1,3.7,169,0.9
U040914,fire_response,1,6.61,185,0.926
U025974,traffic_control,5,14.0,207,0.558
U020337,triage,4,2.73,365,0.63
U032906,tactical,2,10.46,185,0.666
U008581,tactical,1,10.0,258,0.557
U000353,investigation,2,5.29,373,0.698
U042112,crowd_control,4,7.6,305,0.934
U015723,triage,5,14.72,397,0.802
U036161,drug_raid,4,13.8,49,0.825
U035392,traffic_control,3,2.5,154,0.45
U038496,triage,5,8.39,25,0.938
U028076,tactical,3,5.59,90,0.888
U013552,crowd_control,2,1.42,100,0.643
U001999,triage,5,1.53,20,0.706
U011852,crowd_control,5,6.62,265,0.687
U006997,crowd_control,2,14.46,21,0.775
U004772,traffic_control,3,6.49,224,0.893
U038201,hostage,1,14.2,235,0.905
U038252,hostage,5,1.87,380,0.719
U001972,hostage,3,8.5,197,0.592
U037838,fire_response,5,11.56,248,0.658
U036729,hostage,1,10.3,379,0.871
U020704,drug_raid,3,11.11,68,0.748
U027086,traffic_control,3,8.91,269,0.503
U014129,weapons,3,0.19,61,0.715
U013769,crowd_control,1,0.1,149,0.929
U033570,triage,1,10.11,131,0.698
U049954,negotiation,2,8.09,270,0.889
U038249,hostage,5,0.21,311,0.894
U026324,hostage,2,14.72,10,0.83
U008325,traffic_control,4,4.05,147,0.738
U029348,triage,1,8.01,322,0.607
U009128,hostage,5,2.32,24,0.638
U044978,hostage,3,9.05,40,0.795
U015720,medical_emergency,4,4.8,129,0.799
U044969,negotiation,1,13.7,108,0.887
U017619,investigation,4,11.42,277,0.671
U009857,triage,3,12.25,278,0.639
U027954,traffic_control,5,12.11,11,0.871
U047794,tactical,3,10.19,341,0.647
U017238,triage,2,11.78,141,0.818
U027447,medical_emergency,3,8.72,331,0.556
U000872,rescue,2,9.21,243,0.754
U031860,rescue,2,11.48,61,0.771
U043225,crowd_control,4,12.16,307,0.567
U026449,tactical,3,9.73,189,0.761
U042362,negotiation,4,13.68,137,0.762
U003942,weapons,1,9.4,116,1.0
U027058,weapons,4,2.69,278,0.617
U027913,fire_response,4,1.1,258,0.976
U029192,hostage,1,2.11,185,0.652
U039765,negotiation,1,12.53,72,0.908
U048635,crowd_control,3,14.47,94,0.666
U035247,negotiation,3,8.09,342,0.962
U002056,drug_raid,1,4.32,313,0.817
U013551,negotiation,1,5.13,386,0.668
U023215,tactical,4,3.43,337,0.684
U048295,weapons,5,5.87,373,0.746
U044799,traffic_control,5,12.63,369,1.0
U039850,rescue,4,14.29,272,0.588
U045139,hostage,2,2.27,29,0.749
U011188,traffic_control,1,6.96,93,0.832
U009477,hostage,3,1.6,339,0.734
U025961,crowd_control,3,10.26,384,0.629
U040534,fire_response,3,10.45,206,0.835
U016605,weapons,2,2.16,283,0.635
U011016,rescue,1,4.59,120,0.414
U022931,medical_emergency,1,1.29,1,0.903
U002194,crowd_control,3,14.36,385,0.817
U037347,fire_response,1,13.46,160,0.921
U025582,investigation,4,6.06,397,0.94
U031906,investigation,3,2.39,2,0.592
U044846,fire_response,1,4.31,385,0.459
U047793,hostage,2,14.44,257,0.634
U000066,drug_raid,2,12.97,279,0.556
U031964,crowd_control,5,5.97,9,0.673
U018377,triage,5,13.16,376,0.779
U045021,fire_response,4,8.62,230,1.0
U005958,weapons,5,5.08,162,0.756
U023508,investigation,1,5.31,167,0.785
U001468,traffic_control,1,3.87,36,0.904
U034216,weapons,3,11.94,164,0.841
U049026,negotiation,2,0.36,119,0.672
U024641,tactical,1,13.32,65,0.642
U016161,investigation,4,14.84,113,0.894
U002155,traffic_control,1,5.26,305,0.761
U004296,negotiation,3,13.84,242,0.914
U047756,investigation,2,1.65,349,0.873
U013528,fire_response,3,7.14,144,0.669
U018390,hostage,5,13.89,92,0.72
U009868,traffic_control,3,7.69,391,0.701
U030970,hostage,2,1.58,54,0.692
U024395,crowd_control,4,11.39,36,0.781
U014973,hostage,2,12.3,259,0.619
U042804,tactical,2,14.99,172,0.83
U020286,hostage,5,10.78,43,0.691
U007869,investigation,4,7.11,316,0.476
U036741,traffic_control,1,5.71,111,0.709
U014727,weapons,3,14.95,325,0.726
U034219,triage,3,1.68,141,0.737
U037307,fire_response,2,9.38,56,0.994
U019935,weapons,5,10.18,277,0.925
U002809,tactical,1,10.49,297,0.774
U031011,rescue,3,11.74,47,0.894
U037186,weapons,5,5.45,315,0.761
U048299,fire_response,5,12.53,206,0.494
U036643,traffic_control,4,10.07,70,0.865
U039511,tactical,4,7.6,170,0.679
U008439,investigation,3,5.29,253,0.846
U028875,negotiation,2,9.01,349,0.648
U024932,weapons,4,12.48,253,0.696
U014818,negotiation,3,10.55,261,0.748
U015986,traffic_control,5,4.1,150,0.903
U024573,drug_raid,2,14.93,281,0.732
U024272,crowd_control,2,2.77,200,0.559
U040160,medical_emergency,1,4.09,180,0.669
U047827,drug_raid,5,13.36,399,0.768
U015666,crowd_control,5,14.01,10,0.423
U044157,hostage,4,5.8,91,0.524
U027539,crowd_control,4,4.2,186,0.728
U034066,negotiation,5,14.31,14,0.756
U024050,hostage,2,9.15,360,0.638
U044950,traffic_control,5,12.07,395,0.792
U039861,crowd_control,1,9.9,163,0.709
U037678,triage,5,13.76,337,0.675
U020339,traffic_control,2,12.73,48,0.805
U041793,crowd_control,1,3.34,378,0.762
U003102,weapons,2,13.03,329,0.735
U027420,hostage,1,5.37,282,0.578
U011890,investigation,1,8.51,47,0.828
U029738,drug_raid,3,11.58,114,0.925
U031687,traffic_control,4,12.49,243,0.667
U033187,investigation,5,0.91,8,0.656
U004001,negotiation,3,2.08,222,0.529
U015739,rescue,4,10.68,342,0.866
U023045,tactical,3,5.29,354,0.74
U032057,tactical,4,3.1,368,0.978
U034550,traffic_control,3,0.74,338,0.892
U035732,rescue,5,1.38,319,0.827
U023397,fire_response,1,10.99,129,0.771
U019432,fire_response,2,9.56,274,0.83
U013486,hostage,5,11.33,16,0.885
U006659,traffic_control,2,13.79,247,1.0
U009669,traffic_control,3,7.77,16,0.77
U013090,negotiation,4,2.92,274,0.692
U037673,crowd_control,2,10.34,115,0.786
U017563,drug_raid,4,14.96,220,0.642
U025628,negotiation,3,5.82,309,0.777
U043594,traffic_control,2,11.67,236,0.76
U031737,hostage,4,5.34,162,0.637
U012332,hostage,4,13.15,272,0.612
U002135,traffic_control,5,13.59,272,0.703
U028551,crowd_control,1,9.58,63,0.742
U000583,crowd_control,3,14.73,155,0.764
U015263,fire_response,1,8.96,111,0.695
U006398,medical_emergency,4,9.41,99,0.777
U037477,fire_response,3,1.0,388,0.847
