incident_domain,severity_threshold,trigger_sector,backup_sector,backup_activation_delay,priority_level
drugs,5,Narcotics Control,National Guard,19,2
drugs,4,Narcotics Control,Police,6,1
traffic,4,Police,Civil Defense,6,2
public_order,3,Police,Civil Defense,24,2
drugs,3,Narcotics Control,National Guard,24,3
civil_defense,3,Civil Defense,Ambulance,13,2
traffic,4,Police,National Guard,3,1
health,3,Ambulance,Police,24,5
security,5,National Guard,Police,4,5
public_order,5,Police,Civil Defense,12,4
health,4,Ambulance,Police,8,3
traffic,3,Police,Civil Defense,3,5
public_order,3,Police,Civil Defense,20,5
health,3,Ambulance,Police,5,3
civil_defense,3,Civil Defense,Ambulance,9,2
security,4,National Guard,Civil Defense,14,2
security,5,National Guard,Civil Defense,24,4
traffic,4,Police,National Guard,24,2
civil_defense,5,Civil Defense,Ambulance,4,1
civil_defense,5,Civil Defense,Ambulance,13,2
security,4,National Guard,Civil Defense,17,4
public_order,5,Police,National Guard,12,4
traffic,5,Police,National Guard,14,4
health,5,Ambulance,Civil Defense,15,5
security,5,National Guard,Civil Defense,15,4
security,4,National Guard,Police,18,4
health,5,Ambulance,Police,20,2
traffic,5,Police,National Guard,13,4
health,3,Ambulance,Civil Defense,21,2
drugs,3,Narcotics Control,Police,20,2
health,4,Ambulance,Police,21,5
traffic,3,Police,Ambulance,4,4
drugs,4,Narcotics Control,National Guard,16,1
security,5,National Guard,Police,14,1
health,4,Ambulance,Police,6,3
health,4,Ambulance,Civil Defense,17,1
traffic,4,Police,Civil Defense,16,1
public_order,5,Police,Civil Defense,15,4
civil_defense,4,Civil Defense,Ambulance,16,4
civil_defense,3,Civil Defense,Ambulance,19,1
traffic,3,Police,Ambulance,24,2
civil_defense,3,Civil Defense,Police,9,4
traffic,3,Police,Civil Defense,14,3
traffic,3,Police,Ambulance,15,5
drugs,4,Narcotics Control,National Guard,24,4
public_order,3,Police,Civil Defense,13,1
security,3,National Guard,Civil Defense,13,4
security,3,National Guard,Police,13,3
security,3,National Guard,Civil Defense,22,5
health,4,Ambulance,Civil Defense,17,2
public_order,5,Police,Civil Defense,21,5
civil_defense,3,Civil Defense,Ambulance,16,1
civil_defense,3,Civil Defense,Police,4,4
civil_defense,5,Civil Defense,Ambulance,23,2
civil_defense,4,Civil Defense,Police,23,2
drugs,5,Narcotics Control,National Guard,6,4
public_order,5,Police,Civil Defense,5,4
traffic,3,Police,National Guard,24,4
security,4,National Guard,Civil Defense,10,4
public_order,4,Police,National Guard,5,3
civil_defense,5,Civil Defense,Ambulance,4,1
health,5,Ambulance,Police,15,3
civil_defense,3,Civil Defense,Police,12,1
security,5,National Guard,Police,15,1
civil_defense,5,Civil Defense,Ambulance,4,4
health,4,Ambulance,Civil Defense,11,5
public_order,4,Police,National Guard,5,1
drugs,4,Narcotics Control,Police,8,5
drugs,4,Narcotics Control,National Guard,14,4
health,4,Ambulance,Civil Defense,22,4
security,5,National Guard,Police,21,5
drugs,3,Narcotics Control,National Guard,12,5
public_order,3,Police,Civil Defense,20,4
drugs,4,Narcotics Control,Police,21,3
public_order,5,Police,National Guard,9,4
security,5,National Guard,Police,12,1
security,3,National Guard,Civil Defense,7,2
civil_defense,5,Civil Defense,Ambulance,16,4
drugs,3,Narcotics Control,Police,9,5
traffic,3,Police,National Guard,23,2
civil_defense,5,Civil Defense,Police,22,2
traffic,4,Police,National Guard,5,4
public_order,3,Police,Civil Defense,14,4
security,5,National Guard,Civil Defense,5,2
traffic,3,Police,Ambulance,14,5
health,5,Ambulance,Police,22,5
security,5,National Guard,Civil Defense,11,4
public_order,5,Police,National Guard,3,5
public_order,3,Police,National Guard,24,3
drugs,3,Narcotics Control,National Guard,5,4
health,5,Ambulance,Police,5,1
health,3,Ambulance,Civil Defense,19,4
public_order,3,Police,Civil Defense,12,4
security,4,National Guard,Police,12,5
civil_defense,4,Civil Defense,Police,15,1
health,3,Ambulance,Civil Defense,14,1
civil_defense,3,Civil Defense,Police,10,4
traffic,3,Police,Civil Defense,8,3
civil_defense,3,Civil Defense,Ambulance,21,3
security,3,National Guard,Civil Defense,3,5
civil_defense,5,Civil Defense,Police,7,1
civil_defense,4,Civil Defense,Ambulance,8,4
traffic,5,Police,National Guard,8,4
traffic,5,Police,National Guard,18,1
health,3,Ambulance,Civil Defense,16,1
civil_defense,4,Civil Defense,Ambulance,19,5
public_order,5,Police,National Guard,14,3
security,3,National Guard,Civil Defense,12,3
civil_defense,5,Civil Defense,Ambulance,6,1
health,5,Ambulance,Civil Defense,11,5
public_order,3,Police,National Guard,17,5
drugs,3,Narcotics Control,Police,19,4
public_order,5,Police,Civil Defense,7,3
traffic,3,Police,Civil Defense,24,4
public_order,5,Police,Civil Defense,24,2
public_order,4,Police,National Guard,7,4
civil_defense,5,Civil Defense,Ambulance,20,1
civil_defense,4,Civil Defense,Police,18,2
drugs,5,Narcotics Control,Police,17,3
drugs,3,Narcotics Control,Police,3,5
health,5,Ambulance,Police,20,4
public_order,3,Police,Civil Defense,14,5
civil_defense,3,Civil Defense,Ambulance,4,1
traffic,5,Police,National Guard,20,4
traffic,4,Police,Civil Defense,12,2
traffic,4,Police,Civil Defense,4,1
security,4,National Guard,Police,6,1
security,3,National Guard,Civil Defense,9,5
security,5,National Guard,Civil Defense,23,5
public_order,3,Police,National Guard,4,1
drugs,3,Narcotics Control,Police,14,3
security,3,National Guard,Police,9,2
drugs,5,Narcotics Control,National Guard,17,4
security,4,National Guard,Civil Defense,15,3
security,3,National Guard,Police,7,3
traffic,5,Police,Civil Defense,12,5
health,4,Ambulance,Civil Defense,22,1
public_order,4,Police,National Guard,21,2
security,4,National Guard,Police,10,2
drugs,3,Narcotics Control,Police,6,1
traffic,4,Police,Civil Defense,24,3
drugs,5,Narcotics Control,National Guard,19,5
public_order,4,Police,Civil Defense,18,5
public_order,4,Police,Civil Defense,21,3
security,3,National Guard,Police,5,1
civil_defense,4,Civil Defense,Ambulance,18,1
drugs,4,Narcotics Control,Police,22,1
traffic,5,Police,Civil Defense,23,2
security,3,National Guard,Police,24,3
traffic,3,Police,National Guard,16,4
drugs,3,Narcotics Control,Police,19,1
health,3,Ambulance,Civil Defense,21,2
public_order,3,Police,Civil Defense,5,1
security,5,National Guard,Civil Defense,9,5
health,3,Ambulance,Police,14,3
security,3,National Guard,Police,11,5
civil_defense,5,Civil Defense,Police,11,4
health,3,Ambulance,Police,20,5
traffic,5,Police,Civil Defense,16,3
health,3,Ambulance,Civil Defense,12,4
traffic,3,Police,National Guard,5,5
drugs,5,Narcotics Control,Police,15,3
civil_defense,5,Civil Defense,Police,13,3
civil_defense,3,Civil Defense,Police,18,2
civil_defense,3,Civil Defense,Ambulance,18,2
public_order,5,Police,National Guard,9,4
public_order,5,Police,National Guard,11,3
traffic,5,Police,National Guard,4,5
health,3,Ambulance,Police,24,1
security,4,National Guard,Civil Defense,9,3
traffic,4,Police,Ambulance,4,5
traffic,4,Police,National Guard,20,3
civil_defense,4,Civil Defense,Ambulance,19,1
security,4,National Guard,Civil Defense,22,4
public_order,5,Police,National Guard,5,4
security,3,National Guard,Civil Defense,19,4
health,3,Ambulance,Civil Defense,22,5
security,5,National Guard,Police,12,2
drugs,5,Narcotics Control,Police,20,2
health,3,Ambulance,Civil Defense,24,3
drugs,3,Narcotics Control,Police,24,4
public_order,4,Police,National Guard,21,4
traffic,3,Police,Ambulance,4,1
health,5,Ambulance,Civil Defense,13,2
drugs,4,Narcotics Control,National Guard,23,5
civil_defense,3,Civil Defense,Police,19,5
civil_defense,5,Civil Defense,Ambulance,7,4
traffic,4,Police,Ambulance,8,1
traffic,5,Police,Ambulance,9,2
public_order,4,Police,Civil Defense,13,3
civil_defense,3,Civil Defense,Ambulance,4,1
drugs,3,Narcotics Control,Police,3,1
civil_defense,3,Civil Defense,Ambulance,9,1
civil_defense,3,Civil Defense,Ambulance,24,3
traffic,4,Police,Civil Defense,7,3
health,3,Ambulance,Civil Defense,9,1
civil_defense,3,Civil Defense,Police,20,2
public_order,3,Police,National Guard,9,1
traffic,4,Police,Civil Defense,3,2
civil_defense,4,Civil Defense,Police,13,2
civil_defense,3,Civil Defense,Police,14,3
public_order,3,Police,Civil Defense,24,2
traffic,3,Police,Ambulance,4,4
civil_defense,5,Civil Defense,Ambulance,7,3
civil_defense,4,Civil Defense,Police,13,1
health,3,Ambulance,Police,17,3
civil_defense,5,Civil Defense,Ambulance,14,4
public_order,4,Police,Civil Defense,8,1
drugs,4,Narcotics Control,Police,22,5
health,5,Ambulance,Police,19,2
security,4,National Guard,Police,13,3
security,4,National Guard,Police,11,2
health,4,Ambulance,Police,8,3
drugs,4,Narcotics Control,National Guard,10,3
drugs,3,Narcotics Control,Police,17,3
security,3,National Guard,Police,23,2
health,5,Ambulance,Police,18,4
health,5,Ambulance,Police,20,4
drugs,5,Narcotics Control,National Guard,18,1
public_order,5,Police,National Guard,9,2
public_order,4,Police,National Guard,22,4
health,5,Ambulance,Civil Defense,20,5
public_order,4,Police,National Guard,18,1
traffic,5,Police,National Guard,9,4
traffic,3,Police,Ambulance,19,5
security,5,National Guard,Police,24,1
security,4,National Guard,Police,17,3
drugs,3,Narcotics Control,National Guard,18,2
public_order,4,Police,Civil Defense,4,3
health,3,Ambulance,Police,19,5
civil_defense,3,Civil Defense,Police,24,4
security,4,National Guard,Police,23,5
drugs,4,Narcotics Control,Police,13,1
health,4,Ambulance,Civil Defense,23,5
traffic,4,Police,Ambulance,10,3
traffic,3,Police,Civil Defense,5,4
traffic,3,Police,Ambulance,13,4
civil_defense,4,Civil Defense,Ambulance,4,2
security,4,National Guard,Police,5,4
traffic,3,Police,National Guard,10,4
traffic,3,Police,Ambulance,24,1
public_order,3,Police,Civil Defense,21,2
security,3,National Guard,Civil Defense,22,5
traffic,3,Police,National Guard,22,1
civil_defense,3,Civil Defense,Police,15,4
drugs,4,Narcotics Control,Police,20,3
security,4,National Guard,Police,6,4
traffic,4,Police,Ambulance,8,2
health,5,Ambulance,Police,7,2
public_order,4,Police,National Guard,10,2
drugs,3,Narcotics Control,National Guard,19,1
health,3,Ambulance,Civil Defense,19,5
civil_defense,4,Civil Defense,Police,16,1
civil_defense,4,Civil Defense,Police,17,3
health,3,Ambulance,Police,24,1
traffic,4,Police,Ambulance,10,2
traffic,5,Police,Ambulance,13,2
drugs,5,Narcotics Control,Police,20,1
security,3,National Guard,Police,15,1
health,5,Ambulance,Civil Defense,7,4
health,5,Ambulance,Civil Defense,6,1
health,3,Ambulance,Police,8,5
drugs,5,Narcotics Control,Police,15,3
civil_defense,3,Civil Defense,Police,23,1
security,3,National Guard,Police,3,5
public_order,5,Police,National Guard,9,5
security,5,National Guard,Civil Defense,8,2
traffic,4,Police,Ambulance,14,5
security,5,National Guard,Police,14,4
security,3,National Guard,Civil Defense,5,3
public_order,3,Police,National Guard,18,4
health,3,Ambulance,Civil Defense,4,4
civil_defense,3,Civil Defense,Ambulance,7,3
security,4,National Guard,Civil Defense,14,5
public_order,3,Police,Civil Defense,13,5
civil_defense,3,Civil Defense,Ambulance,10,2
public_order,4,Police,National Guard,11,3
traffic,3,Police,National Guard,13,3
civil_defense,5,Civil Defense,Police,18,5
health,3,Ambulance,Police,19,5
civil_defense,3,Civil Defense,Police,9,3
health,3,Ambulance,Police,16,1
public_order,3,Police,Civil Defense,7,1
public_order,3,Police,Civil Defense,8,2
security,5,National Guard,Police,3,3
civil_defense,4,Civil Defense,Ambulance,18,3
drugs,3,Narcotics Control,National Guard,12,2
public_order,4,Police,National Guard,18,4
civil_defense,3,Civil Defense,Police,18,1
civil_defense,4,Civil Defense,Ambulance,12,2
civil_defense,5,Civil Defense,Ambulance,5,1
drugs,5,Narcotics Control,Police,4,2
drugs,4,Narcotics Control,Police,5,3
health,3,Ambulance,Police,23,1
civil_defense,3,Civil Defense,Police,4,1
public_order,5,Police,National Guard,23,2
health,4,Ambulance,Civil Defense,12,1
traffic,5,Police,Civil Defense,23,4
drugs,5,Narcotics Control,Police,7,1
civil_defense,5,Civil Defense,Police,12,1
health,3,Ambulance,Police,9,5
drugs,5,Narcotics Control,National Guard,12,5
civil_defense,3,Civil Defense,Police,10,5
security,4,National Guard,Civil Defense,13,1
civil_defense,3,Civil Defense,Ambulance,23,1
public_order,4,Police,Civil Defense,6,4
public_order,3,Police,National Guard,8,2
traffic,3,Police,Ambulance,20,2
public_order,3,Police,Civil Defense,10,5
drugs,4,Narcotics Control,Police,5,5
security,5,National Guard,Police,15,4
drugs,3,Narcotics Control,National Guard,13,5
public_order,4,Police,National Guard,8,4
health,3,Ambulance,Civil Defense,18,1
security,4,National Guard,Police,3,1
drugs,3,Narcotics Control,National Guard,18,1
civil_defense,3,Civil Defense,Ambulance,24,1
civil_defense,3,Civil Defense,Police,9,2
drugs,3,Narcotics Control,National Guard,14,5
security,4,National Guard,Civil Defense,14,5
traffic,5,Police,Ambulance,5,2
security,4,National Guard,Civil Defense,11,4
drugs,5,Narcotics Control,National Guard,19,3
drugs,4,Narcotics Control,Police,24,2
public_order,3,Police,Civil Defense,18,5
drugs,4,Narcotics Control,Police,21,2
security,4,National Guard,Civil Defense,20,5
public_order,5,Police,National Guard,13,4
drugs,4,Narcotics Control,National Guard,3,4
health,4,Ambulance,Civil Defense,22,1
traffic,3,Police,Civil Defense,19,1
health,4,Ambulance,Civil Defense,16,4
drugs,5,Narcotics Control,National Guard,24,1
civil_defense,5,Civil Defense,Ambulance,23,3
health,3,Ambulance,Police,21,2
public_order,3,Police,Civil Defense,13,5
public_order,4,Police,Civil Defense,19,5
traffic,3,Police,National Guard,24,4
public_order,5,Police,National Guard,18,3
traffic,5,Police,National Guard,13,1
traffic,3,Police,Civil Defense,6,1
security,4,National Guard,Civil Defense,16,5
drugs,3,Narcotics Control,Police,18,3
health,4,Ambulance,Police,19,4
drugs,4,Narcotics Control,Police,10,2
traffic,3,Police,National Guard,9,2
traffic,5,Police,Ambulance,15,3
security,3,National Guard,Civil Defense,16,3
health,4,Ambulance,Civil Defense,7,4
traffic,3,Police,National Guard,23,5
security,3,National Guard,Civil Defense,4,3
security,5,National Guard,Civil Defense,15,5
drugs,4,Narcotics Control,National Guard,20,1
security,3,National Guard,Civil Defense,22,2
traffic,4,Police,Ambulance,14,5
drugs,3,Narcotics Control,National Guard,16,1
public_order,5,Police,National Guard,19,1
traffic,3,Police,National Guard,18,2
traffic,4,Police,Ambulance,14,3
traffic,4,Police,Civil Defense,6,5
drugs,3,Narcotics Control,National Guard,21,1
health,3,Ambulance,Civil Defense,20,4
health,5,Ambulance,Civil Defense,3,1
public_order,4,Police,National Guard,17,4
security,4,National Guard,Civil Defense,22,1
civil_defense,4,Civil Defense,Ambulance,5,2
drugs,5,Narcotics Control,National Guard,11,3
health,4,Ambulance,Police,23,4
security,3,National Guard,Civil Defense,21,3
security,4,National Guard,Civil Defense,4,1
health,4,Ambulance,Police,6,1
civil_defense,3,Civil Defense,Ambulance,19,3
traffic,4,Police,Ambulance,20,2
public_order,5,Police,National Guard,4,5
public_order,4,Police,National Guard,22,2
drugs,4,Narcotics Control,National Guard,22,5
traffic,4,Police,National Guard,17,4
civil_defense,4,Civil Defense,Ambulance,8,2
health,5,Ambulance,Civil Defense,9,3
security,5,National Guard,Civil Defense,17,4
security,3,National Guard,Civil Defense,11,4
health,3,Ambulance,Police,6,5
traffic,5,Police,Civil Defense,19,2
drugs,4,Narcotics Control,Police,19,4
traffic,4,Police,Ambulance,15,2
health,5,Ambulance,Civil Defense,12,1
drugs,5,Narcotics Control,Police,8,5
traffic,4,Police,National Guard,19,3
public_order,3,Police,Civil Defense,20,2
health,3,Ambulance,Police,20,1
security,3,National Guard,Civil Defense,13,5
security,3,National Guard,Civil Defense,5,2
health,3,Ambulance,Police,4,4
health,3,Ambulance,Police,14,3
health,5,Ambulance,Police,6,2
security,4,National Guard,Police,16,1
security,5,National Guard,Civil Defense,23,2
civil_defense,4,Civil Defense,Ambulance,15,3
drugs,3,Narcotics Control,Police,20,2
security,5,National Guard,Police,23,4
drugs,4,Narcotics Control,Police,6,3
security,3,National Guard,Civil Defense,7,3
civil_defense,4,Civil Defense,Ambulance,13,2
health,3,Ambulance,Civil Defense,16,2
security,4,National Guard,Civil Defense,3,4
traffic,3,Police,Ambulance,10,5
public_order,5,Police,Civil Defense,22,5
security,4,National Guard,Civil Defense,6,5
civil_defense,5,Civil Defense,Ambulance,21,3
public_order,5,Police,Civil Defense,21,2
security,5,National Guard,Police,7,4
traffic,3,Police,Civil Defense,19,5
drugs,3,Narcotics Control,Police,14,4
security,4,National Guard,Police,18,5
security,3,National Guard,Civil Defense,21,5
health,3,Ambulance,Police,16,4
drugs,4,Narcotics Control,Police,20,2
traffic,5,Police,Ambulance,21,2
civil_defense,5,Civil Defense,Police,9,1
security,4,National Guard,Civil Defense,5,2
traffic,4,Police,Ambulance,3,2
health,4,Ambulance,Police,3,2
traffic,3,Police,Civil Defense,17,2
traffic,4,Police,Civil Defense,23,1
health,3,Ambulance,Police,9,5
security,3,National Guard,Civil Defense,6,1
public_order,4,Police,Civil Defense,12,5
traffic,3,Police,Ambulance,18,1
security,3,National Guard,Civil Defense,17,2
health,3,Ambulance,Police,21,4
drugs,5,Narcotics Control,Police,3,5
health,4,Ambulance,Police,9,5
traffic,3,Police,Ambulance,21,1
public_order,3,Police,Civil Defense,19,2
health,4,Ambulance,Civil Defense,13,3
drugs,3,Narcotics Control,National Guard,9,4
public_order,3,Police,National Guard,17,2
traffic,4,Police,Civil Defense,20,4
drugs,3,Narcotics Control,National Guard,19,2
drugs,5,Narcotics Control,National Guard,18,2
traffic,3,Police,Ambulance,16,5
public_order,3,Police,Civil Defense,16,1
health,4,Ambulance,Police,10,1
public_order,3,Police,Civil Defense,5,1
public_order,3,Police,National Guard,15,5
civil_defense,4,Civil Defense,Police,5,4
civil_defense,3,Civil Defense,Police,16,5
security,5,National Guard,Police,23,4
drugs,4,Narcotics Control,National Guard,5,4
drugs,5,Narcotics Control,National Guard,4,4
security,5,National Guard,Civil Defense,7,1
civil_defense,3,Civil Defense,Ambulance,13,3
security,4,National Guard,Police,11,2
drugs,4,Narcotics Control,National Guard,20,5
